Word,W/million,logW,logW-CD
暗礁,1.82,1.7853,1.2788
慰藉,1.82,1.7853,1.7076
伍兹,1.82,1.7853,1.2041
免税,1.82,1.7853,1.6128
木棍,1.82,1.7853,1.6532
摧残,1.82,1.7853,1.7404
天马,1.82,1.7853,1.301
沃伦,1.82,1.7853,1.3222
神经科,1.82,1.7853,1.7076
阀门,1.82,1.7853,1.5563
刺绣,1.82,1.7853,1.2041
克莱默,1.82,1.7853,0.8451
除此以外,1.82,1.7853,1.7782
睡袍,1.82,1.7853,1.5441
智者,1.82,1.7853,1.6628
无味,1.82,1.7853,1.7404
花粉,1.82,1.7853,1.6128
响声,1.82,1.7853,1.7076
参演,1.82,1.7853,1.7482
托尼·阿尔梅达,1.82,1.7853,1.3617
求爱,1.82,1.7853,1.7243
驱动,1.82,1.7853,1.7324
藤田,1.82,1.7853,0.699
接口,1.82,1.7853,1.6435
传呼,1.82,1.7853,1.6628
猎狗,1.82,1.7853,1.6232
讲解,1.82,1.7853,1.7634
阴郁,1.82,1.7853,1.699
投标,1.82,1.7853,1.5441
婴儿车,1.82,1.7853,1.5911
白葡萄酒,1.82,1.7853,1.7243
沙袋,1.82,1.7853,1.5441
甜食,1.82,1.7853,1.6628
痛打,1.82,1.7853,1.7634
法典,1.82,1.7853,1.3979
秃鹰,1.82,1.7853,1.6128
涂料,1.82,1.7853,1.5185
接种,1.82,1.7853,1.5185
甲烷,1.82,1.7853,1.3979
成见,1.82,1.7853,1.7243
布莱迪,1.82,1.7853,0.9542
床位,1.82,1.7853,1.6232
杖,1.82,1.7853,1.6021
瓦希里,1.82,1.7853,0
生成,1.82,1.7853,1.7324
箭头,1.82,1.7853,1.6628
干干净净,1.82,1.7853,1.7404
富豪,1.82,1.7853,1.7482
检举,1.82,1.7853,1.6532
拒之门外,1.82,1.7853,1.7634
怜,1.82,1.7853,1.7324
饥荒,1.82,1.7853,1.7076
排演,1.82,1.7853,1.6902
扶手,1.82,1.7853,1.7324
好色,1.79,1.7782,1.699
合不来,1.79,1.7782,1.7324
缅怀,1.79,1.7782,1.7076
履历,1.79,1.7782,1.7076
辞呈,1.79,1.7782,1.6902
空旷,1.79,1.7782,1.699
灭火器,1.79,1.7782,1.6628
谦卑,1.79,1.7782,1.699
大案,1.79,1.7782,1.7076
舞蹈家,1.79,1.7782,1.6335
波多黎各人,1.79,1.7782,1.6435
地心,1.79,1.7782,1.6812
轮回,1.79,1.7782,1.6335
天鹅绒,1.79,1.7782,1.6721
洛伦佐,1.79,1.7782,0.699
蛆,1.79,1.7782,1.6128
中用,1.79,1.7782,1.6902
奥斯丁,1.79,1.7782,1.2304
列队,1.79,1.7782,1.6435
下落不明,1.79,1.7782,1.7076
牢骚,1.79,1.7782,1.7324
露娜,1.79,1.7782,0.6021
佩蒂,1.79,1.7782,0.9031
著称,1.79,1.7782,1.7709
煮饭,1.79,1.7782,1.699
若福,1.79,1.7782,0
大话,1.79,1.7782,1.699
小倩,1.79,1.7782,0
外语,1.79,1.7782,1.699
浪漫史,1.79,1.7782,1.7404
因特网,1.79,1.7782,1.699
供货,1.79,1.7782,1.6628
重型,1.79,1.7782,1.6812
下不为例,1.79,1.7782,1.7634
新加坡,1.79,1.7782,1.5682
不由自主,1.79,1.7782,1.7324
桑加拉,1.79,1.7782,1.2304
打字机,1.79,1.7782,1.6021
出风头,1.79,1.7782,1.7324
缘分,1.79,1.7782,1.716
因而,1.79,1.7782,1.7324
拐弯抹角,1.79,1.7782,1.7482
不可告人,1.79,1.7782,1.7324
转运,1.79,1.7782,1.7243
栗子,1.79,1.7782,1.5911
运算,1.79,1.7782,1.6232
总数,1.79,1.7782,1.7559
草稿,1.79,1.7782,1.7404
戴米恩,1.79,1.7782,0.699
动员,1.79,1.7782,1.7634
枷锁,1.79,1.7782,1.6902
太空人,1.79,1.7782,1.3979
咏港,1.79,1.7782,0
窟,1.79,1.7782,1.3424
缩减,1.79,1.7782,1.6902
数十,1.79,1.7782,1.7634
长颈鹿,1.79,1.7782,1.6335
啊呀,1.79,1.7782,1.7076
矩,1.79,1.7782,1.7324
自救,1.79,1.7782,1.7076
胆固醇,1.79,1.7782,1.716
严刑,1.79,1.7782,1.716
佩德罗,1.79,1.7782,0.9542
狮子狗,1.79,1.7782,1.6902
伪善,1.79,1.7782,1.7076
午休,1.79,1.7782,1.6812
低潮,1.79,1.7782,1.7324
卡罗尔,1.79,1.7782,1.3979
沙特鲁,1.79,1.7782,0
路子,1.79,1.7782,1.7709
明摆着,1.79,1.7782,1.7559
槌,1.79,1.7782,1.6902
烫伤,1.79,1.7782,1.716
助教,1.79,1.7782,1.6628
长子,1.79,1.7782,1.7324
奥普拉,1.79,1.7782,1.5051
薛,1.79,1.7782,1.3802
乌贼,1.79,1.7782,1.4771
只管,1.79,1.7782,1.7404
海瑟,1.79,1.7782,0.7782
果园,1.79,1.7782,1.5051
墓穴,1.79,1.7782,1.6021
晤,1.79,1.7782,1.4914
驼背,1.79,1.7782,1.5441
必备,1.79,1.7782,1.5682
全民,1.79,1.7782,1.6021
逾越,1.79,1.7782,1.4914
失恋,1.79,1.7782,1.6902
失态,1.79,1.7782,1.7482
凝聚,1.79,1.7782,1.6628
皮毛,1.79,1.7782,1.7243
混合物,1.79,1.7782,1.7324
四百万,1.79,1.7782,1.4624
松绑,1.79,1.7782,1.6532
乞讨,1.79,1.7782,1.716
攀登,1.79,1.7782,1.6721
闺,1.79,1.7782,1.6532
造访,1.79,1.7782,1.7482
在线,1.79,1.7782,1.699
警笛,1.79,1.7782,1.6902
岳母,1.79,1.7782,1.6628
连任,1.79,1.7782,1.6232
亚美尼亚,1.79,1.7782,1.3617
渥,1.79,1.7782,1.4771
黛比,1.79,1.7782,1.2788
检查站,1.79,1.7782,1.5441
塑像,1.79,1.7782,1.6435
史册,1.79,1.7782,1.7324
来龙去脉,1.79,1.7782,1.7709
荒诞,1.79,1.7782,1.7324
乳糖,1.79,1.7782,1.7076
熟睡,1.79,1.7782,1.716
寿命,1.79,1.7782,1.7559
装做,1.79,1.7782,1.7482
哈里路亚,1.79,1.7782,1.4624
入土,1.79,1.7782,1.7324
热浪,1.79,1.7782,1.6435
参数,1.79,1.7782,1.6812
滑翔,1.79,1.7782,1.4914
芭拉,1.79,1.7782,0.4771
麦克尔,1.79,1.7782,1.3802
乾,1.79,1.7782,1.4472
全队,1.79,1.7782,1.6335
入会,1.79,1.7782,1.4914
相近,1.79,1.7782,1.7634
马弟,1.79,1.7782,0.301
本州,1.79,1.7782,1.716
疯癫,1.79,1.7782,1.7243
颂歌,1.79,1.7782,1.6812
傢,1.79,1.7782,1.3424
代数,1.79,1.7782,1.5563
特罗伊,1.79,1.7782,0.7782
纳闷,1.79,1.7782,1.7404
盘算,1.79,1.7782,1.7559
水坝,1.79,1.7782,1.5441
主治医生,1.79,1.7782,1.5798
脱逃,1.79,1.7782,1.699
昏迷不醒,1.79,1.7782,1.6628
耐力,1.79,1.7782,1.6532
主力,1.79,1.7782,1.7076
疯话,1.79,1.7782,1.7559
爱滋病,1.79,1.7782,1.415
不成,1.79,1.7782,1.7634
选区,1.79,1.7782,1.301
排箫,1.79,1.7782,0.4771
怂恿,1.79,1.7782,1.7634
涉足,1.79,1.7782,1.7634
假话,1.79,1.7782,1.7404
安格斯,1.79,1.7782,1.1761
还手,1.79,1.7782,1.7404
声名,1.79,1.7782,1.7482
追问,1.76,1.7709,1.7324
次序,1.76,1.7709,1.6335
情调,1.76,1.7709,1.7482
礼拜六,1.76,1.7709,1.5185
不折不扣,1.76,1.7709,1.7324
重头,1.76,1.7709,1.7076
娇小,1.76,1.7709,1.6532
地名,1.76,1.7709,1.699
溢,1.76,1.7709,1.7404
流失,1.76,1.7709,1.716
殉职,1.76,1.7709,1.6812
期刊,1.76,1.7709,1.6335
执意,1.76,1.7709,1.7559
整修,1.76,1.7709,1.6628
追悼会,1.76,1.7709,1.4771
念念不忘,1.76,1.7709,1.7634
大团圆,1.76,1.7709,1.6335
合法化,1.76,1.7709,1.6532
流通,1.76,1.7709,1.7482
萨尔瓦多人,1.76,1.7709,1.0792
礼拜五,1.76,1.7709,1.6721
科林,1.76,1.7709,1.2304
邓布利多,1.76,1.7709,0.4771
技术员,1.76,1.7709,1.6628
重病,1.76,1.7709,1.7404
木星,1.76,1.7709,1.4314
辞退,1.76,1.7709,1.699
麻雀,1.76,1.7709,1.5315
身躯,1.76,1.7709,1.7243
不屑,1.76,1.7709,1.7559
空运,1.76,1.7709,1.7076
魔头,1.76,1.7709,1.5911
死板,1.76,1.7709,1.6812
各式各样,1.76,1.7709,1.7482
自然界,1.76,1.7709,1.699
呼吸器,1.76,1.7709,1.6335
游览,1.76,1.7709,1.7076
打翻,1.76,1.7709,1.7243
山区,1.76,1.7709,1.699
弹夹,1.76,1.7709,1.6721
节制,1.76,1.7709,1.699
咩,1.76,1.7709,1.4314
前夕,1.76,1.7709,1.6628
说客,1.76,1.7709,1.4624
昨日,1.76,1.7709,1.7076
落空,1.76,1.7709,1.6532
尖端,1.76,1.7709,1.7404
鞋匠,1.76,1.7709,1.1761
雪糕,1.76,1.7709,1.6128
恶鬼,1.76,1.7709,1.4314
音节,1.76,1.7709,1.6721
关键词,1.76,1.7709,1.6532
无神论,1.76,1.7709,1.699
库存,1.76,1.7709,1.6721
特里萨,1.76,1.7709,1.1139
生殖,1.76,1.7709,1.7243
硬件,1.76,1.7709,1.6902
摄入,1.76,1.7709,1.7324
口头禅,1.76,1.7709,1.5798
央,1.76,1.7709,0.699
旁听,1.76,1.7709,1.6232
不动产,1.76,1.7709,1.6812
涉,1.76,1.7709,1.7076
彪,1.76,1.7709,1.6232
批判,1.76,1.7709,1.7324
孪生,1.76,1.7709,1.6232
急躁,1.76,1.7709,1.7324
阻断,1.76,1.7709,1.6435
思索,1.76,1.7709,1.6902
禁锢,1.76,1.7709,1.7243
明朗,1.76,1.7709,1.7482
莱达,1.76,1.7709,0.4771
共谋,1.76,1.7709,1.6628
总归,1.76,1.7709,1.7709
自由自在,1.76,1.7709,1.7076
衣帽间,1.76,1.7709,1.6721
隔音,1.76,1.7709,1.7324
长处,1.76,1.7709,1.6628
华府,1.76,1.7709,1.6128
上集,1.76,1.7709,1.7709
海珠,1.76,1.7709,0
上苍,1.76,1.7709,1.7076
提神,1.76,1.7709,1.699
藩,1.76,1.7709,1.0414
明尼苏达,1.76,1.7709,1.5911
萨曼塔,1.76,1.7709,0.9031
辞职信,1.76,1.7709,1.6232
拘禁,1.76,1.7709,1.7243
奥黛丽,1.76,1.7709,1
斯安,1.76,1.7709,1.5315
索尼,1.76,1.7709,1.4472
北斗,1.76,1.7709,0.9542
上手,1.76,1.7709,1.7076
蛙,1.76,1.7709,1.3424
憧憬,1.76,1.7709,1.699
柏格,1.76,1.7709,0.699
体积,1.76,1.7709,1.7404
已然,1.76,1.7709,1.716
符,1.76,1.7709,1.6335
文艺复兴,1.76,1.7709,1.5798
密苏里州,1.76,1.7709,1.6128
转手,1.76,1.7709,1.7076
母体,1.76,1.7709,1.3979
相通,1.76,1.7709,1.716
征召,1.76,1.7709,1.6335
一发,1.76,1.7709,1.7559
眼界,1.76,1.7709,1.7324
赵,1.76,1.7709,1.2041
奥利维亚,1.76,1.7709,1.1461
本国,1.76,1.7709,1.7324
比作,1.76,1.7709,1.7324
生路,1.76,1.7709,1.7076
科罗拉多州,1.76,1.7709,1.699
卵巢,1.76,1.7709,1.5051
复兴,1.76,1.7709,1.5911
瑞丽,1.76,1.7709,1.2041
觊觎,1.76,1.7709,1.716
代谢,1.76,1.7709,1.6435
沙特,1.76,1.7709,1.2304
悠闲,1.76,1.7709,1.7559
溜冰场,1.76,1.7709,1.5185
接线,1.76,1.7709,1.6721
格调,1.76,1.7709,1.6902
奥斯卡奖,1.76,1.7709,1.6335
武林,1.76,1.7709,1.0792
爱斯基摩,1.76,1.7709,1.6532
截肢,1.76,1.7709,1.5563
汽车站,1.76,1.7709,1.6435
克劳德,1.76,1.7709,1.301
疼爱,1.76,1.7709,1.699
羹,1.76,1.7709,1.7634
炭,1.76,1.7709,1.6232
夕阳,1.76,1.7709,1.7243
冠军赛,1.76,1.7709,1.5315
迫不得已,1.76,1.7709,1.7243
声名狼藉,1.76,1.7709,1.7404
阵线,1.76,1.7709,1.6435
赔偿金,1.76,1.7709,1.6532
防空,1.76,1.7709,1.5051
新意,1.76,1.7709,1.7324
斯德哥尔摩,1.76,1.7709,1.5798
绕过,1.73,1.7634,1.6902
化学品,1.73,1.7634,1.6335
剧团,1.73,1.7634,1.5051
趣事,1.73,1.7634,1.716
安插,1.73,1.7634,1.6721
死路,1.73,1.7634,1.6232
祝酒词,1.73,1.7634,1.6232
灌肠,1.73,1.7634,1.5798
引见,1.73,1.7634,1.7482
斯考特,1.73,1.7634,0.9542
石块,1.73,1.7634,1.6628
走红,1.73,1.7634,1.6435
离子,1.73,1.7634,1.6232
捕猎,1.73,1.7634,1.6902
缺口,1.73,1.7634,1.7243
要说,1.73,1.7634,1.7482
易如反掌,1.73,1.7634,1.7076
褪,1.73,1.7634,1.7404
境,1.73,1.7634,1.6532
估,1.73,1.7634,1.7559
谈及,1.73,1.7634,1.699
莽撞,1.73,1.7634,1.7634
下决心,1.73,1.7634,1.7634
拉肚子,1.73,1.7634,1.5682
赴汤蹈火,1.73,1.7634,1.6532
短短的,1.73,1.7634,1.716
屈膝,1.73,1.7634,1.7404
椎骨,1.73,1.7634,1.5682
爱迪生,1.73,1.7634,1.3979
枪决,1.73,1.7634,1.5441
配件,1.73,1.7634,1.6628
娱乐性,1.73,1.7634,1.7076
妊娠,1.73,1.7634,1.5682
沙特阿拉伯,1.73,1.7634,1.3617
坦然,1.73,1.7634,1.716
谦逊,1.73,1.7634,1.6721
错怪,1.73,1.7634,1.6812
麻药,1.73,1.7634,1.6812
甲状腺,1.73,1.7634,1.5315
吊带,1.73,1.7634,1.6532
史考特,1.73,1.7634,0.8451
云层,1.73,1.7634,1.5682
挽,1.73,1.7634,1.7243
韦斯特,1.73,1.7634,1.1139
回声,1.73,1.7634,1.6335
山丘,1.73,1.7634,1.6021
脚底,1.73,1.7634,1.6232
麦凯恩,1.73,1.7634,0.8451
幼童,1.73,1.7634,0.8451
显出,1.73,1.7634,1.7404
德怀特,1.73,1.7634,0.7782
翔,1.73,1.7634,0.699
雪球,1.73,1.7634,1.6628
打印机,1.73,1.7634,1.5682
原版,1.73,1.7634,1.7076
愚昧,1.73,1.7634,1.6628
诉说,1.73,1.7634,1.7324
馆长,1.73,1.7634,1.5185
杰克斯,1.73,1.7634,0.6021
家用,1.73,1.7634,1.699
兴起,1.73,1.7634,1.7404
十字军,1.73,1.7634,1.4314
攻势,1.73,1.7634,1.7243
简易,1.73,1.7634,1.6812
一言不发,1.73,1.7634,1.7482
鱼类,1.73,1.7634,1.6232
才干,1.73,1.7634,1.7634
菜谱,1.73,1.7634,1.6902
开开,1.73,1.7634,1.7324
路德,1.73,1.7634,1.4771
狗熊,1.73,1.7634,1.3979
船舱,1.73,1.7634,1.6902
艾克,1.73,1.7634,0.9542
菊花,1.73,1.7634,1.6128
刺耳,1.73,1.7634,1.7404
乌干达,1.73,1.7634,1.1761
班尼,1.73,1.7634,1.2041
疾,1.73,1.7634,1.6021
天意,1.73,1.7634,1.6721
毫,1.73,1.7634,1.6902
懒虫,1.73,1.7634,1.716
真实性,1.73,1.7634,1.7076
蝇,1.73,1.7634,1.5798
录音室,1.73,1.7634,1.6232
愤,1.73,1.7634,1.6812
现成,1.73,1.7634,1.7243
证言,1.73,1.7634,1.5911
发炎,1.73,1.7634,1.6335
随口,1.73,1.7634,1.7559
盥洗室,1.73,1.7634,1.6721
海尔,1.73,1.7634,1.5051
银币,1.73,1.7634,1.3617
垃圾车,1.73,1.7634,1.5315
抽象,1.73,1.7634,1.7076
波利,1.73,1.7634,1.3424
儿戏,1.73,1.7634,1.7243
屏障,1.73,1.7634,1.6128
新式,1.73,1.7634,1.6721
浅薄,1.73,1.7634,1.716
低能儿,1.73,1.7634,1.6435
拉塞尔,1.73,1.7634,1.2304
信得过,1.73,1.7634,1.6812
战壕,1.73,1.7634,1.4914
严重性,1.73,1.7634,1.7482
适,1.73,1.7634,1.6812
原件,1.73,1.7634,1.5911
冒牌,1.73,1.7634,1.5682
终点站,1.73,1.7634,1.6232
从那之后,1.73,1.7634,1.7482
何种,1.73,1.7634,1.7404
遗,1.73,1.7634,1.6435
帕柯曼,1.73,1.7634,1.3617
参事,1.73,1.7634,0
迪亚哥,1.73,1.7634,0.7782
面熟,1.73,1.7634,1.7324
打车,1.73,1.7634,1.6812
润滑剂,1.73,1.7634,1.6721
随随便便,1.73,1.7634,1.7482
随手,1.73,1.7634,1.7324
预演,1.73,1.7634,1.6628
回首,1.73,1.7634,1.6721
成堆,1.73,1.7634,1.716
埃德,1.73,1.7634,1.1461
落水狗,1.73,1.7634,1.1761
乐谱,1.73,1.7634,1.5051
百叶窗,1.73,1.7634,1.6128
监察,1.73,1.7634,1.5682
核子,1.73,1.7634,1.5185
单枪匹马,1.73,1.7634,1.7404
一触即发,1.73,1.7634,1.7482
散心,1.73,1.7634,1.7324
嫂子,1.73,1.7634,1.5682
慌乱,1.73,1.7634,1.7243
率领,1.73,1.7634,1.6232
怀恨,1.73,1.7634,1.7324
水域,1.73,1.7634,1.6335
抠,1.73,1.7634,1.6532
沙林,1.73,1.7634,1.1761
岸上,1.73,1.7634,1.6812
克莱门汀,1.73,1.7634,0.4771
便宜货,1.73,1.7634,1.716
偏远,1.73,1.7634,1.7324
教友,1.73,1.7634,1.4314
泄,1.73,1.7634,1.6902
展望,1.73,1.7634,1.6721
改名,1.73,1.7634,1.7076
无非,1.73,1.7634,1.7559
罗曼,1.73,1.7634,0.8451
假货,1.73,1.7634,1.6532
剖腹产,1.73,1.7634,1.5911
声带,1.73,1.7634,1.5682
景观,1.73,1.7634,1.6721
声张,1.73,1.7634,1.7404
票子,1.7,1.7559,1.6902
书架,1.7,1.7559,1.716
大坝,1.7,1.7559,1.3979
防空洞,1.7,1.7559,1.2304
零下,1.7,1.7559,1.6721
身家,1.7,1.7559,1.7243
进球,1.7,1.7559,1.4914
嬉戏,1.7,1.7559,1.6902
性情,1.7,1.7559,1.7243
发廊,1.7,1.7559,1.3979
迁徙,1.7,1.7559,1.5911
唱机,1.7,1.7559,1.6335
惊动,1.7,1.7559,1.7324
腹肌,1.7,1.7559,1.6435
不速之客,1.7,1.7559,1.699
先驱,1.7,1.7559,1.6628
油轮,1.7,1.7559,1.301
甘愿,1.7,1.7559,1.7324
脱臼,1.7,1.7559,1.6721
维姬,1.7,1.7559,0.9031
帮倒忙,1.7,1.7559,1.7324
茫然,1.7,1.7559,1.7404
辫,1.7,1.7559,1.6232
违章,1.7,1.7559,1.6721
论者,1.7,1.7559,1.716
歼灭,1.7,1.7559,1.6532
猜中,1.7,1.7559,1.6812
可用,1.7,1.7559,1.716
气囊,1.7,1.7559,1.699
摁,1.7,1.7559,1.6721
可敬,1.7,1.7559,1.7243
汤普森,1.7,1.7559,1.4771
重创,1.7,1.7559,1.7243
不宜,1.7,1.7559,1.6628
穷困,1.7,1.7559,1.716
摘除,1.7,1.7559,1.5911
减缓,1.7,1.7559,1.7324
挤满,1.7,1.7559,1.7559
康涅狄格州,1.7,1.7559,1.6721
登月舱,1.7,1.7559,0
讲台,1.7,1.7559,1.6021
崇尚,1.7,1.7559,1.7324
抒情,1.7,1.7559,1.6232
广岛,1.7,1.7559,1.3802
浓密,1.7,1.7559,1.6721
打滚,1.7,1.7559,1.716
交谊舞,1.7,1.7559,1.3222
资历,1.7,1.7559,1.7243
鳍,1.7,1.7559,1.5185
娘家,1.7,1.7559,1.6721
双层,1.7,1.7559,1.7076
压缩,1.7,1.7559,1.7324
麦基,1.7,1.7559,1
记录片,1.7,1.7559,1.4771
吱吱,1.7,1.7559,1.6435
五金店,1.7,1.7559,1.6021
哭声,1.7,1.7559,1.6812
全国性,1.7,1.7559,1.716
幼虫,1.7,1.7559,1.3979
嚎,1.7,1.7559,1.6628
叫法,1.7,1.7559,1.7324
逐步,1.7,1.7559,1.7243
突破口,1.7,1.7559,1.6812
转台,1.7,1.7559,1.6721
埃莉诺,1.7,1.7559,1.1761
记者会,1.7,1.7559,1.6021
嘉奖,1.7,1.7559,1.716
西藏,1.7,1.7559,1.6435
开刀,1.7,1.7559,1.7404
飚,1.7,1.7559,1.5682
滔滔不绝,1.7,1.7559,1.7404
曲折,1.7,1.7559,1.699
取款,1.7,1.7559,1.6128
长寿,1.7,1.7559,1.6812
滚动,1.7,1.7559,1.6232
迟疑,1.7,1.7559,1.699
火海,1.7,1.7559,1.699
苍,1.7,1.7559,1.3222
剑术,1.7,1.7559,1.5051
清查,1.7,1.7559,1.699
桌面,1.7,1.7559,1.6721
田里,1.7,1.7559,1.6532
海德,1.7,1.7559,1.3802
兜售,1.7,1.7559,1.7076
玛格丽塔,1.7,1.7559,1.6128
卷土重来,1.7,1.7559,1.7076
轧,1.7,1.7559,1.6435
特快,1.7,1.7559,1.5051
教科书,1.7,1.7559,1.716
在心,1.7,1.7559,1.7324
委屈,1.7,1.7559,1.6435
马科斯,1.7,1.7559,0.9031
萧,1.7,1.7559,1.415
家常便饭,1.7,1.7559,1.7559
吉冈,1.7,1.7559,0.4771
纯度,1.7,1.7559,1.6335
骨肉,1.7,1.7559,1.7243
买通,1.7,1.7559,1.6721
船头,1.7,1.7559,1.5682
主厨,1.7,1.7559,1.6128
半空,1.7,1.7559,1.6532
烟消云散,1.7,1.7559,1.7482
国界,1.7,1.7559,1.6812
峰会,1.7,1.7559,1.415
善心,1.7,1.7559,1.699
有心,1.7,1.7559,1.7324
极致,1.7,1.7559,1.7243
西岸,1.7,1.7559,1.5911
宝座,1.7,1.7559,1.716
一二,1.7,1.7559,1.415
暴政,1.7,1.7559,1.6902
试卷,1.7,1.7559,1.5051
乐茜,1.7,1.7559,1.2304
岭,1.7,1.7559,1.3802
塞西,1.7,1.7559,0.301
魄,1.7,1.7559,1.7076
塞车,1.7,1.7559,1.6812
传教,1.7,1.7559,1.5911
也罢,1.7,1.7559,1.7324
翻新,1.7,1.7559,1.6812
交手,1.7,1.7559,1.5911
僵局,1.7,1.7559,1.6902
病痛,1.7,1.7559,1.6902
理财,1.7,1.7559,1.4314
弗林,1.7,1.7559,0.8451
马达,1.7,1.7559,1.6335
水箱,1.7,1.7559,1.5563
水痘,1.7,1.7559,1.3617
痛哭,1.7,1.7559,1.7324
签收,1.7,1.7559,1.6812
生命力,1.7,1.7559,1.7076
排泄物,1.7,1.7559,1.6021
声乐,1.7,1.7559,1.4771
田纳西州,1.7,1.7559,1.6335
出其不意,1.7,1.7559,1.7324
运动服,1.67,1.7482,1.5563
指尖,1.67,1.7482,1.7243
二者,1.67,1.7482,1.6902
稻草人,1.67,1.7482,1.415
棋盘,1.67,1.7482,1.6021
披肩,1.67,1.7482,1.6532
包装纸,1.67,1.7482,1.6721
凌驾,1.67,1.7482,1.699
新闻记者,1.67,1.7482,1.6628
中伤,1.67,1.7482,1.699
甘心,1.67,1.7482,1.6812
冬眠,1.67,1.7482,1.5051
蒙大拿,1.67,1.7482,1.5798
着实,1.67,1.7482,1.7324
噻,1.67,1.7482,1.6128
毛头,1.67,1.7482,1.6435
下回,1.67,1.7482,1.6812
有生之年,1.67,1.7482,1.7243
中枢,1.67,1.7482,1.5798
领到,1.67,1.7482,1.7324
伸直,1.67,1.7482,1.6721
发霉,1.67,1.7482,1.6721
信不过,1.67,1.7482,1.716
布里克,1.67,1.7482,0.7782
村落,1.67,1.7482,1.5563
多才多艺,1.67,1.7482,1.716
燃油,1.67,1.7482,1.5441
内侧,1.67,1.7482,1.6232
噱头,1.67,1.7482,1.7076
卡德,1.67,1.7482,0.8451
波莉,1.67,1.7482,0.8451
胚胎,1.67,1.7482,1.5911
凯茜,1.67,1.7482,0.9542
主谋,1.67,1.7482,1.6721
路途,1.67,1.7482,1.716
华莱士,1.67,1.7482,1.0792
脱口而出,1.67,1.7482,1.699
大豆,1.67,1.7482,1.6128
我非,1.67,1.7482,1.6902
可比,1.67,1.7482,1.7482
乔安妮,1.67,1.7482,0.9031
职守,1.67,1.7482,1.7404
进餐,1.67,1.7482,1.716
掉落,1.67,1.7482,1.6902
机舱,1.67,1.7482,1.5798
小毛,1.67,1.7482,1.5682
奥德莉·瑞恩斯,1.67,1.7482,1.3424
库房,1.67,1.7482,1.6335
为主,1.67,1.7482,1.7324
抓获,1.67,1.7482,1.7324
受骗,1.67,1.7482,1.6721
弗莱迪,1.67,1.7482,1
艾菲,1.67,1.7482,0.4771
感染力,1.67,1.7482,1.6902
俄勒冈,1.67,1.7482,1.6532
伊利,1.67,1.7482,1.3222
浴巾,1.67,1.7482,1.6435
食指,1.67,1.7482,1.699
晃荡,1.67,1.7482,1.716
收割,1.67,1.7482,1.5682
雨季,1.67,1.7482,1.4314
安德斯,1.67,1.7482,0.6021
缕,1.67,1.7482,1.7076
耐性,1.67,1.7482,1.7243
柯克,1.67,1.7482,1.301
雪人,1.67,1.7482,1.5798
落脚,1.67,1.7482,1.7076
革,1.67,1.7482,1.6721
显赫,1.67,1.7482,1.7243
专横,1.67,1.7482,1.716
近路,1.67,1.7482,1.6532
告示,1.67,1.7482,1.5051
前列腺,1.67,1.7482,1.6021
雄风,1.67,1.7482,1.6902
保时捷,1.67,1.7482,1.6232
丑事,1.67,1.7482,1.716
赛特,1.67,1.7482,1.2304
绝大部分,1.67,1.7482,1.7324
梳理,1.67,1.7482,1.7076
深沉,1.67,1.7482,1.6902
肝炎,1.67,1.7482,1.6128
典当,1.67,1.7482,1.5682
希尼,1.67,1.7482,0.301
来复枪,1.67,1.7482,1.6532
圈圈,1.67,1.7482,1.6435
农村,1.67,1.7482,1.6812
协同,1.67,1.7482,1.6902
缝纫,1.67,1.7482,1.5798
宫廷,1.67,1.7482,1.6232
布奇,1.67,1.7482,0.4771
巩固,1.67,1.7482,1.7243
蛇头,1.67,1.7482,1.3424
皮衣,1.67,1.7482,1.6532
失足,1.67,1.7482,1.6721
反胃,1.67,1.7482,1.7076
宝拉,1.67,1.7482,0.9031
奥提斯,1.67,1.7482,0.4771
逆境,1.67,1.7482,1.4771
颓废,1.67,1.7482,1.699
领事,1.67,1.7482,1.4472
烧酒,1.67,1.7482,1.5315
北欧,1.67,1.7482,1.5682
索取,1.67,1.7482,1.6902
狄龙,1.67,1.7482,0.6021
示意,1.67,1.7482,1.699
失利,1.67,1.7482,1.6628
管线,1.67,1.7482,1.415
喷漆,1.67,1.7482,1.5682
君特,1.67,1.7482,0
结扎,1.67,1.7482,1.4314
寿星,1.67,1.7482,1.6628
起子,1.67,1.7482,1.5563
顾忌,1.67,1.7482,1.716
打转,1.67,1.7482,1.6628
承,1.67,1.7482,1.699
寄生,1.67,1.7482,1.6021
试想,1.67,1.7482,1.7243
觉醒,1.67,1.7482,1.6435
阶梯,1.67,1.7482,1.6628
排水,1.67,1.7482,1.6128
孛,1.67,1.7482,0.301
繁衍,1.67,1.7482,1.7076
孤注一掷,1.67,1.7482,1.699
沃尔玛,1.67,1.7482,1.4624
精湛,1.67,1.7482,1.6721
一败涂地,1.67,1.7482,1.716
韩星,1.67,1.7482,0
淘汰赛,1.67,1.7482,1.5682
胰腺,1.67,1.7482,1.5911
早间,1.67,1.7482,1.6335
利物浦,1.67,1.7482,1.3617
破绽,1.67,1.7482,1.699
成群,1.67,1.7482,1.716
孰,1.67,1.7482,1.5441
光阴,1.67,1.7482,1.699
咒骂,1.67,1.7482,1.6435
屠宰场,1.67,1.7482,1.6021
病倒,1.67,1.7482,1.6812
人影,1.67,1.7482,1.7076
生灵,1.67,1.7482,1.6628
