Character,CHR/million,logCHR,logCHR-CD
鲭,0.41,1.2788,1.0792
鯨,0.41,1.2788,0
毗,0.41,1.2788,1.2553
皓,0.41,1.2788,0.8451
垩,0.41,1.2788,1.1139
啕,0.41,1.2788,1.1761
锒,0.41,1.2788,1.2788
谩,0.41,1.2788,1.2041
骛,0.41,1.2788,1.2304
沏,0.41,1.2788,1.2304
藕,0.41,1.2788,1.0792
锆,0.41,1.2788,1.0792
螯,0.41,1.2788,1.0792
刍,0.41,1.2788,1.1139
哧,0.41,1.2788,0.9542
锃,0.41,1.2788,1.2041
诩,0.41,1.2788,1.2553
玆,0.41,1.2788,0.301
袤,0.41,1.2788,1.2788
嗲,0.41,1.2788,1.1139
鬃,0.41,1.2788,1.1761
冶,0.38,1.2553,1.2041
癔,0.38,1.2553,1
餌,0.38,1.2553,0
皑,0.38,1.2553,0.9542
鬣,0.38,1.2553,1.1461
黔,0.38,1.2553,1.2553
肱,0.38,1.2553,1.2041
蜉,0.38,1.2553,0.8451
恵,0.38,1.2553,0.4771
桦,0.38,1.2553,1.0792
圃,0.38,1.2553,1.1139
挎,0.38,1.2553,1.2304
聒,0.38,1.2553,1.0792
缤,0.38,1.2553,1.1761
噘,0.38,1.2553,1.1461
泔,0.38,1.2553,1
雁,0.38,1.2553,1.0792
沢,0.38,1.2553,0.699
稔,0.38,1.2553,0.8451
膘,0.38,1.2553,1.2041
缈,0.38,1.2553,1.2304
铰,0.38,1.2553,1.2041
曦,0.38,1.2553,1.1761
忿,0.36,1.2304,1.0414
粕,0.36,1.2304,1.0414
袴,0.36,1.2304,0.301
瞑,0.36,1.2304,1.2304
巳,0.36,1.2304,0.9031
鹳,0.36,1.2304,1.1761
練,0.36,1.2304,0
矬,0.36,1.2304,1.1761
狰,0.36,1.2304,1.1139
汶,0.36,1.2304,0.699
幔,0.36,1.2304,0.9031
鸨,0.36,1.2304,1.1461
邹,0.36,1.2304,0
蔫,0.36,1.2304,1.2041
穹,0.36,1.2304,1.2041
氩,0.36,1.2304,1.0414
戸,0.36,1.2304,0
霎,0.36,1.2304,1.2304
囹,0.36,1.2304,1.2041
癒,0.36,1.2304,1.1761
诘,0.36,1.2304,1.0414
鑽,0.36,1.2304,0.301
侩,0.36,1.2304,1.0414
矗,0.36,1.2304,1.2041
沽,0.36,1.2304,1.1139
屯,0.36,1.2304,1.0414
莜,0.36,1.2304,0
濃,0.36,1.2304,0
垦,0.36,1.2304,1.1139
蝣,0.36,1.2304,0.7782
驿,0.34,1.2041,1.0792
婢,0.34,1.2041,0.8451
蜈,0.34,1.2041,1
佃,0.34,1.2041,0.699
巍,0.34,1.2041,1.0792
苞,0.34,1.2041,1.1761
孱,0.34,1.2041,1.1139
荻,0.34,1.2041,0.6021
邢,0.34,1.2041,0.9031
楞,0.34,1.2041,1.1139
砥,0.34,1.2041,1.1461
嗙,0.34,1.2041,0.9542
猬,0.34,1.2041,0.9542
盅,0.34,1.2041,1.0414
蒋,0.34,1.2041,0.9031
谑,0.34,1.2041,1.1761
蜿,0.34,1.2041,1.1461
糅,0.34,1.2041,1.1761
掇,0.34,1.2041,1.1461
燧,0.34,1.2041,0.8451
蚣,0.34,1.2041,1
孫,0.34,1.2041,0
蜒,0.34,1.2041,1.1461
喏,0.34,1.2041,1.2041
哌,0.34,1.2041,1.1139
栀,0.34,1.2041,1.0414
馍,0.34,1.2041,0.4771
砣,0.34,1.2041,1.1139
焗,0.34,1.2041,0.9542
枸,0.34,1.2041,0.4771
髂,0.34,1.2041,0.9542
捻,0.34,1.2041,1.0792
蓼,0.34,1.2041,0
簪,0.32,1.1761,0.8451
胭,0.32,1.1761,1
锶,0.32,1.1761,0.7782
蓖,0.32,1.1761,0.7782
谄,0.32,1.1761,1.0414
阮,0.32,1.1761,0.699
镫,0.32,1.1761,1
痂,0.32,1.1761,1.0414
柩,0.32,1.1761,0.9542
钴,0.32,1.1761,1.0792
濡,0.32,1.1761,1.1761
靥,0.32,1.1761,1.1461
钹,0.32,1.1761,0.9542
忸,0.32,1.1761,1.0792
侨,0.32,1.1761,1.1139
莹,0.32,1.1761,1.1139
臺,0.32,1.1761,0
蛔,0.32,1.1761,1.1761
涣,0.32,1.1761,1.1461
犟,0.32,1.1761,1.1761
揄,0.32,1.1761,1.0792
鹏,0.32,1.1761,1.0414
螈,0.32,1.1761,1
敝,0.32,1.1761,1.1461
圄,0.32,1.1761,1.1461
疖,0.32,1.1761,1.0414
艹,0.32,1.1761,0.301
蝦,0.32,1.1761,0.4771
嘤,0.32,1.1761,0.4771
绦,0.32,1.1761,0.9031
畿,0.32,1.1761,1
哐,0.32,1.1761,0.9542
呒,0.32,1.1761,1.0414
幡,0.32,1.1761,0.9542
龅,0.32,1.1761,1.0792
蝾,0.32,1.1761,1
褛,0.3,1.1461,1.0792
荜,0.3,1.1461,1.1461
瑾,0.3,1.1461,0.699
挞,0.3,1.1461,1.0792
抿,0.3,1.1461,1
憨,0.3,1.1461,1
渋,0.3,1.1461,0.301
诛,0.3,1.1461,1.1139
給,0.3,1.1461,1.0414
罹,0.3,1.1461,1.1139
牦,0.3,1.1461,0.9031
砝,0.3,1.1461,1.1461
捋,0.3,1.1461,1.1139
犄,0.3,1.1461,1.0792
恹,0.3,1.1461,0.7782
醚,0.3,1.1461,1.0414
壬,0.3,1.1461,0.7782
怩,0.3,1.1461,1.0792
菁,0.3,1.1461,0.9542
谆,0.3,1.1461,0.8451
褴,0.3,1.1461,1.0792
虞,0.3,1.1461,1.1461
壹,0.3,1.1461,0.7782
觑,0.3,1.1461,1.1461
缜,0.3,1.1461,1.1461
嶙,0.3,1.1461,1.1139
桡,0.3,1.1461,1.0414
叱,0.3,1.1461,1.0414
琶,0.3,1.1461,0.7782
佰,0.3,1.1461,0.9031
邑,0.3,1.1461,1
鸢,0.3,1.1461,0.9031
殒,0.3,1.1461,1.1461
媞,0.3,1.1461,0.6021
吳,0.3,1.1461,0.301
榉,0.28,1.1139,0.699
钡,0.28,1.1139,0.7782
瞠,0.28,1.1139,1.1139
摈,0.28,1.1139,1.1139
忤,0.28,1.1139,1.0414
蚝,0.28,1.1139,0.9031
扈,0.28,1.1139,1.1139
罄,0.28,1.1139,1.1139
肼,0.28,1.1139,0.4771
祗,0.28,1.1139,0.699
昙,0.28,1.1139,1.0792
噌,0.28,1.1139,0.9031
嫡,0.28,1.1139,0.8451
隽,0.28,1.1139,0.6021
啐,0.28,1.1139,1.0414
耷,0.28,1.1139,0.9542
薏,0.28,1.1139,0.6021
擀,0.28,1.1139,0.9031
瘠,0.28,1.1139,1.1139
來,0.28,1.1139,0.9031
阡,0.28,1.1139,0.6021
拮,0.28,1.1139,1.1139
辄,0.28,1.1139,1.0792
仃,0.28,1.1139,1.1139
铿,0.28,1.1139,0.9031
峋,0.28,1.1139,1.0792
槐,0.28,1.1139,1.0414
坯,0.28,1.1139,1.0414
揶,0.28,1.1139,1.0414
恸,0.28,1.1139,1.1139
娈,0.28,1.1139,1.0792
藿,0.28,1.1139,0.9542
鲻,0.28,1.1139,0.6021
樟,0.28,1.1139,1.0792
俾,0.28,1.1139,1
烃,0.28,1.1139,0.9542
铆,0.28,1.1139,0.9031
庖,0.28,1.1139,1.0792
讴,0.26,1.0792,0.7782
饷,0.26,1.0792,0.9542
蛹,0.26,1.0792,1.0414
抻,0.26,1.0792,0.9542
暨,0.26,1.0792,1.0792
荨,0.26,1.0792,1.0414
萘,0.26,1.0792,0.7782
倌,0.26,1.0792,0.8451
腭,0.26,1.0792,0.9031
秧,0.26,1.0792,1
醐,0.26,1.0792,1.0792
绌,0.26,1.0792,1.0414
釉,0.26,1.0792,1
叵,0.26,1.0792,1.0792
貉,0.26,1.0792,1.0792
呎,0.26,1.0792,1
値,0.26,1.0792,0
钍,0.26,1.0792,0.4771
徹,0.26,1.0792,0.6021
胴,0.26,1.0792,1.0792
跩,0.26,1.0792,0.9542
勛,0.26,1.0792,0
驮,0.26,1.0792,1.0414
莨,0.26,1.0792,0.9031
靛,0.26,1.0792,0.699
咣,0.23,1.0414,0.9542
钸,0.23,1.0414,0
襁,0.23,1.0414,1.0414
呓,0.23,1.0414,0.9542
粤,0.23,1.0414,0.9542
杈,0.23,1.0414,1
铪,0.23,1.0414,0.301
庶,0.23,1.0414,1
嬴,0.23,1.0414,1
笞,0.23,1.0414,1.0414
晔,0.23,1.0414,0
菪,0.23,1.0414,0.8451
魯,0.23,1.0414,0.301
岑,0.23,1.0414,0.8451
睪,0.23,1.0414,0.301
糠,0.23,1.0414,0.9031
東,0.23,1.0414,0.6021
觐,0.23,1.0414,0.9031
绉,0.23,1.0414,0.699
蟌,0.23,1.0414,0
戎,0.23,1.0414,1
髻,0.23,1.0414,0.8451
鲔,0.23,1.0414,0.9542
轱,0.23,1.0414,0.9031
呷,0.23,1.0414,1
怅,0.23,1.0414,0.9542
泮,0.23,1.0414,1.0414
屍,0.23,1.0414,0.301
诿,0.23,1.0414,1
龛,0.23,1.0414,1
诨,0.23,1.0414,1.0414
荽,0.23,1.0414,0.9542
斓,0.23,1.0414,1.0414
穂,0.23,1.0414,0.301
馀,0.23,1.0414,0.7782
嵩,0.23,1.0414,0.8451
芫,0.23,1.0414,0.9542
蜃,0.23,1.0414,0.9542
皎,0.23,1.0414,0.9542
冽,0.23,1.0414,0.7782
槃,0.23,1.0414,1.0414
荟,0.23,1.0414,1
褓,0.23,1.0414,1.0414
笈,0.23,1.0414,0.9031
锵,0.23,1.0414,0.8451
骁,0.23,1.0414,1
壑,0.21,1,1
箕,0.21,1,0.7782
巻,0.21,1,0.301
誊,0.21,1,0.7782
赅,0.21,1,1
噓,0.21,1,0.301
氖,0.21,1,0.9542
馥,0.21,1,0.8451
竊,0.21,1,0
怏,0.21,1,0.699
诓,0.21,1,0.9542
鳃,0.21,1,0.7782
郇,0.21,1,0
娓,0.21,1,0.699
舜,0.21,1,0.6021
啾,0.21,1,0.4771
痨,0.21,1,1
嘚,0.21,1,0.699
筱,0.21,1,0.699
肏,0.21,1,0.6021
玟,0.21,1,0.6021
旻,0.21,1,0.4771
缨,0.21,1,0.9542
沱,0.21,1,0.7782
粽,0.21,1,0.8451
蹚,0.21,1,0.9031
靖,0.21,1,0.8451
膺,0.21,1,0.7782
酞,0.21,1,0.9031
溴,0.21,1,0.9542
佝,0.21,1,0.7782
螫,0.21,1,0.7782
浜,0.21,1,0.699
祠,0.21,1,0.9031
砺,0.21,1,0.9542
葺,0.21,1,0.9542
耦,0.21,1,0.9031
痱,0.21,1,1
饕,0.19,0.9542,0.9542
驷,0.19,0.9542,0.9542
沁,0.19,0.9542,0.9542
秆,0.19,0.9542,0.7782
碜,0.19,0.9542,0.9542
舶,0.19,0.9542,0.9542
菏,0.19,0.9542,0.7782
撷,0.19,0.9542,0.9031
倆,0.19,0.9542,0.9031
蕨,0.19,0.9542,0.9031
榷,0.19,0.9542,0.9542
锲,0.19,0.9542,0.8451
垛,0.19,0.9542,0.9542
婌,0.19,0.9542,0
煦,0.19,0.9542,0.8451
氙,0.19,0.9542,0.7782
呔,0.19,0.9542,0.9031
腴,0.19,0.9542,0.9031
纶,0.19,0.9542,0.7782
瘙,0.19,0.9542,0.9542
糯,0.19,0.9542,0.9031
俸,0.19,0.9542,0.8451
鹬,0.19,0.9542,0.7782
跶,0.19,0.9542,0.7782
氡,0.19,0.9542,0.7782
硼,0.19,0.9542,0.8451
楝,0.19,0.9542,0.8451
菅,0.19,0.9542,0.9542
檞,0.19,0.9542,0.7782
鲣,0.19,0.9542,0.7782
绺,0.19,0.9542,0.9031
佘,0.19,0.9542,0.6021
骶,0.19,0.9542,0.7782
黍,0.19,0.9542,0.9031
哽,0.19,0.9542,0.9542
涓,0.19,0.9542,0.6021
卅,0.19,0.9542,0.699
煙,0.19,0.9542,0
粱,0.19,0.9542,0.9031
剜,0.19,0.9542,0.9031
鳅,0.19,0.9542,0.6021
愕,0.19,0.9542,0.9031
忖,0.19,0.9542,0.9542
娑,0.19,0.9542,0.7782
桁,0.19,0.9542,0.7782
鲷,0.19,0.9542,0.9542
皙,0.19,0.9542,0.9542
晷,0.19,0.9542,0.9542
恻,0.19,0.9542,0.9031
庚,0.19,0.9542,0.9031
岚,0.19,0.9542,0.4771
荔,0.19,0.9542,0.9031
刳,0.19,0.9542,0
鰭,0.19,0.9542,0
赳,0.17,0.9031,0.6021
樵,0.17,0.9031,0.7782
贲,0.17,0.9031,0.7782
媾,0.17,0.9031,0.8451
湄,0.17,0.9031,0.699
氚,0.17,0.9031,0
柰,0.17,0.9031,0.301
鏖,0.17,0.9031,0.9031
俨,0.17,0.9031,0.9031
嘬,0.17,0.9031,0.6021
韭,0.17,0.9031,0.8451
榕,0.17,0.9031,0.699
镉,0.17,0.9031,0.699
毎,0.17,0.9031,0
俠,0.17,0.9031,0
旯,0.17,0.9031,0.9031
纾,0.17,0.9031,0.7782
痤,0.17,0.9031,0.8451
晖,0.17,0.9031,0.7782
炔,0.17,0.9031,0.9031
铮,0.17,0.9031,0.6021
甬,0.17,0.9031,0.4771
迺,0.17,0.9031,0.6021
蛐,0.17,0.9031,0.4771
旮,0.17,0.9031,0.9031
逡,0.17,0.9031,0.9031
骐,0.17,0.9031,0.699
獒,0.17,0.9031,0.699
黠,0.17,0.9031,0.7782
沪,0.17,0.9031,0
鲛,0.17,0.9031,0.4771
帛,0.17,0.9031,0.9031
旌,0.17,0.9031,0.4771
鹚,0.17,0.9031,0.699
雉,0.17,0.9031,0.7782
湎,0.17,0.9031,0.9031
潸,0.17,0.9031,0.9031
鸬,0.17,0.9031,0.699
锰,0.17,0.9031,0.8451
豈,0.17,0.9031,0
訇,0.17,0.9031,0.6021
疥,0.17,0.9031,0.9031
冢,0.17,0.9031,0.699
尕,0.17,0.9031,0
瀣,0.17,0.9031,0.9031
铡,0.17,0.9031,0.699
迩,0.17,0.9031,0.8451
鐵,0.17,0.9031,0
榎,0.17,0.9031,0.4771
珥,0.15,0.8451,0.6021
瑶,0.15,0.8451,0.699
铢,0.15,0.8451,0.4771
桀,0.15,0.8451,0.699
銼,0.15,0.8451,0
硌,0.15,0.8451,0.8451
祺,0.15,0.8451,0.4771
鮎,0.15,0.8451,0
樋,0.15,0.8451,0
唰,0.15,0.8451,0.7782
麂,0.15,0.8451,0.6021
潵,0.15,0.8451,0.4771
禾,0.15,0.8451,0.7782
粧,0.15,0.8451,0.4771
痍,0.15,0.8451,0.8451
竜,0.15,0.8451,0
瓯,0.15,0.8451,0
倭,0.15,0.8451,0.6021
龇,0.15,0.8451,0.8451
贻,0.15,0.8451,0.7782
饴,0.15,0.8451,0.8451
岘,0.15,0.8451,0.6021
弭,0.15,0.8451,0.7782
蝼,0.15,0.8451,0.7782
鸫,0.15,0.8451,0.699
丟,0.15,0.8451,0.7782
硒,0.15,0.8451,0.6021
壽,0.15,0.8451,0.301
祼,0.15,0.8451,0.301
飨,0.15,0.8451,0.4771
镓,0.15,0.8451,0.6021
珐,0.15,0.8451,0.7782
宥,0.15,0.8451,0.301
笤,0.15,0.8451,0.699
竣,0.15,0.8451,0.8451
沭,0.15,0.8451,0.301
裨,0.15,0.8451,0.7782
胤,0.15,0.8451,0.301
殓,0.15,0.8451,0.699
罰,0.15,0.8451,0
嗵,0.15,0.8451,0.4771
挻,0.15,0.8451,0.4771
桎,0.15,0.8451,0.8451
謎,0.15,0.8451,0.301
廖,0.15,0.8451,0.4771
仟,0.15,0.8451,0.6021
恫,0.15,0.8451,0.7782
疸,0.15,0.8451,0.8451
髒,0.15,0.8451,0
踞,0.15,0.8451,0.7782
襄,0.15,0.8451,0.8451
辕,0.15,0.8451,0.7782
庵,0.15,0.8451,0.6021
丕,0.15,0.8451,0.301
钯,0.15,0.8451,0.4771
僮,0.15,0.8451,0.699
祁,0.15,0.8451,0
倜,0.15,0.8451,0.7782
針,0.15,0.8451,0
嚇,0.15,0.8451,0.6021
陲,0.15,0.8451,0.8451
纂,0.15,0.8451,0.7782
怔,0.15,0.8451,0.7782
峨,0.13,0.7782,0.6021
剋,0.13,0.7782,0.301
埠,0.13,0.7782,0.7782
袂,0.13,0.7782,0.7782
鲡,0.13,0.7782,0.301
谗,0.13,0.7782,0.7782
阄,0.13,0.7782,0.7782
鹜,0.13,0.7782,0.699
囫,0.13,0.7782,0.699
糨,0.13,0.7782,0.699
颦,0.13,0.7782,0.7782
睏,0.13,0.7782,0.7782
瓤,0.13,0.7782,0.7782
钋,0.13,0.7782,0.6021
韶,0.13,0.7782,0.7782
噔,0.13,0.7782,0.301
怆,0.13,0.7782,0.699
燻,0.13,0.7782,0.4771
锑,0.13,0.7782,0.7782
龋,0.13,0.7782,0.699
弋,0.13,0.7782,0.7782
徳,0.13,0.7782,0.6021
區,0.13,0.7782,0
镂,0.13,0.7782,0.6021
懑,0.13,0.7782,0.6021
棠,0.13,0.7782,0.699
婀,0.13,0.7782,0.7782
鳀,0.13,0.7782,0.6021
侊,0.13,0.7782,0.301
殇,0.13,0.7782,0.699
愫,0.13,0.7782,0.7782
皋,0.13,0.7782,0.301
矾,0.13,0.7782,0.6021
轭,0.13,0.7782,0.6021
筆,0.13,0.7782,0
僭,0.13,0.7782,0.699
黜,0.13,0.7782,0.7782
萩,0.13,0.7782,0.4771
髁,0.13,0.7782,0.7782
纭,0.13,0.7782,0.7782
梏,0.13,0.7782,0.7782
熵,0.13,0.7782,0.7782
竽,0.13,0.7782,0.7782
牍,0.13,0.7782,0.7782
忾,0.13,0.7782,0.7782
飒,0.13,0.7782,0.6021
泱,0.13,0.7782,0.6021
铩,0.13,0.7782,0.7782
擞,0.13,0.7782,0.7782
胝,0.13,0.7782,0.6021
羸,0.13,0.7782,0.7782
菰,0.13,0.7782,0.4771
嶋,0.13,0.7782,0.4771
姣,0.13,0.7782,0.699
強,0.13,0.7782,0.4771
蜱,0.13,0.7782,0.6021
伕,0.13,0.7782,0.4771
徇,0.13,0.7782,0.7782
莤,0.13,0.7782,0
阖,0.13,0.7782,0.6021
胥,0.13,0.7782,0.6021
沒,0.13,0.7782,0.7782
罅,0.13,0.7782,0.699
胼,0.13,0.7782,0.6021
劵,0.13,0.7782,0.6021
鞜,0.13,0.7782,0.301
闰,0.13,0.7782,0.699
挾,0.13,0.7782,0
珞,0.13,0.7782,0.6021
豉,0.11,0.699,0.6021
鸾,0.11,0.699,0.699
階,0.11,0.699,0.6021
帼,0.11,0.699,0.4771
刎,0.11,0.699,0.6021
惆,0.11,0.699,0.699
莆,0.11,0.699,0
韓,0.11,0.699,0
骥,0.11,0.699,0.6021
怵,0.11,0.699,0.699
椽,0.11,0.699,0.699
荠,0.11,0.699,0.4771
捺,0.11,0.699,0.699
蒡,0.11,0.699,0.6021
羅,0.11,0.699,0.301
綁,0.11,0.699,0.301
寅,0.11,0.699,0.301
诏,0.11,0.699,0.4771
郞,0.11,0.699,0.699
卞,0.11,0.699,0.6021
砚,0.11,0.699,0
蝻,0.11,0.699,0
徕,0.11,0.699,0.699
軟,0.11,0.699,0
蹴,0.11,0.699,0.699
佟,0.11,0.699,0
麓,0.11,0.699,0.699
潞,0.11,0.699,0
箐,0.11,0.699,0.6021
齒,0.11,0.699,0
胄,0.11,0.699,0.699
朊,0.11,0.699,0.6021
蛟,0.11,0.699,0.301
纣,0.11,0.699,0.699
曉,0.11,0.699,0
蹙,0.11,0.699,0.4771
篠,0.11,0.699,0.301
況,0.11,0.699,0.301
埼,0.11,0.699,0.6021
輕,0.11,0.699,0
咘,0.11,0.699,0.6021
脍,0.11,0.699,0.699
轼,0.11,0.699,0.4771
跐,0.11,0.699,0
梶,0.11,0.699,0
栎,0.11,0.699,0.301
缬,0.11,0.699,0.6021
聩,0.11,0.699,0.699
瘆,0.11,0.699,0.699
邵,0.11,0.699,0.4771
呲,0.11,0.699,0.699
哏,0.11,0.699,0.4771
嘌,0.11,0.699,0.4771
熹,0.11,0.699,0.301
肄,0.11,0.699,0.699
尧,0.11,0.699,0.301
掃,0.11,0.699,0.301
偻,0.11,0.699,0.6021
耆,0.11,0.699,0.301
競,0.11,0.699,0
啻,0.11,0.699,0.699
枱,0.11,0.699,0.301
廋,0.11,0.699,0.6021
袄,0.11,0.699,0.699
埚,0.11,0.699,0.6021
戍,0.11,0.699,0.4771
泾,0.11,0.699,0.6021
鹞,0.11,0.699,0.6021
阙,0.11,0.699,0.4771
啫,0.11,0.699,0.699
褡,0.11,0.699,0.6021
囵,0.11,0.699,0.699
婫,0.11,0.699,0
坳,0.11,0.699,0.6021
衛,0.11,0.699,0.4771
鸪,0.11,0.699,0.6021
掬,0.11,0.699,0.699
篦,0.11,0.699,0.4771
鹧,0.11,0.699,0.6021
溝,0.11,0.699,0
妪,0.11,0.699,0.699
甾,0.11,0.699,0.4771
鳎,0.11,0.699,0.4771
毖,0.11,0.699,0.301
坩,0.11,0.699,0.6021
朲,0.11,0.699,0
袅,0.11,0.699,0.4771
伫,0.11,0.699,0.699
拋,0.11,0.699,0.301
暸,0.11,0.699,0.4771
嵴,0.11,0.699,0.6021
砟,0.11,0.699,0.301
鳝,0.11,0.699,0.4771
嘁,0.11,0.699,0.6021
掼,0.11,0.699,0.301
誠,0.11,0.699,0.301
嗟,0.11,0.699,0.699
蠹,0.11,0.699,0.699
觸,0.11,0.699,0
祯,0.11,0.699,0.6021
撘,0.09,0.6021,0.6021
钎,0.09,0.6021,0.301
炷,0.09,0.6021,0.4771
裇,0.09,0.6021,0.4771
綿,0.09,0.6021,0.301
蹉,0.09,0.6021,0.6021
汛,0.09,0.6021,0
粑,0.09,0.6021,0.301
狎,0.09,0.6021,0.6021
痩,0.09,0.6021,0.4771
镕,0.09,0.6021,0.4771
跖,0.09,0.6021,0.6021
紋,0.09,0.6021,0
渭,0.09,0.6021,0.4771
滂,0.09,0.6021,0.301
黢,0.09,0.6021,0.301
眦,0.09,0.6021,0.6021
錾,0.09,0.6021,0
炕,0.09,0.6021,0.301
旎,0.09,0.6021,0.6021
娆,0.09,0.6021,0.4771
锗,0.09,0.6021,0.301
泸,0.09,0.6021,0.301
髭,0.09,0.6021,0.301
铱,0.09,0.6021,0.4771
诹,0.09,0.6021,0.301
脔,0.09,0.6021,0.301
塚,0.09,0.6021,0.6021
無,0.09,0.6021,0.301
綾,0.09,0.6021,0
礒,0.09,0.6021,0
嗥,0.09,0.6021,0.6021
丞,0.09,0.6021,0.4771
鳐,0.09,0.6021,0.301
倏,0.09,0.6021,0.6021
瑢,0.09,0.6021,0
谘,0.09,0.6021,0.6021
昴,0.09,0.6021,0.6021
髌,0.09,0.6021,0.4771
屣,0.09,0.6021,0.6021
殄,0.09,0.6021,0.6021
鳌,0.09,0.6021,0.6021
蝰,0.09,0.6021,0.6021
確,0.09,0.6021,0
歃,0.09,0.6021,0.6021
罵,0.09,0.6021,0
祇,0.09,0.6021,0.6021
愎,0.09,0.6021,0.6021
鲇,0.09,0.6021,0.4771
髈,0.09,0.6021,0
镬,0.09,0.6021,0.4771
幄,0.09,0.6021,0.4771
龃,0.09,0.6021,0.6021
镴,0.09,0.6021,0.301
茕,0.09,0.6021,0.301
遴,0.09,0.6021,0.4771
忪,0.09,0.6021,0.6021
斃,0.09,0.6021,0
馐,0.09,0.6021,0.4771
驽,0.09,0.6021,0
苫,0.09,0.6021,0
饽,0.09,0.6021,0.301
醌,0.09,0.6021,0
姪,0.09,0.6021,0.4771
彤,0.09,0.6021,0.4771
鸸,0.09,0.6021,0.6021
楂,0.09,0.6021,0.6021
樫,0.09,0.6021,0.301
禹,0.09,0.6021,0.301
殚,0.09,0.6021,0.6021
藜,0.09,0.6021,0.6021
萸,0.09,0.6021,0.301
俪,0.09,0.6021,0.6021
翟,0.09,0.6021,0.301
汩,0.09,0.6021,0.301
鬆,0.09,0.6021,0
瘘,0.09,0.6021,0.4771
門,0.09,0.6021,0.4771
绛,0.09,0.6021,0.6021
谒,0.09,0.6021,0.4771
噁,0.09,0.6021,0.301
擾,0.09,0.6021,0
荪,0.09,0.6021,0.301
髯,0.09,0.6021,0.301
燈,0.09,0.6021,0
绀,0.09,0.6021,0.6021
豢,0.09,0.6021,0.6021
喹,0.09,0.6021,0.6021
轟,0.09,0.6021,0.301
義,0.09,0.6021,0.4771
骻,0.09,0.6021,0.301
宦,0.09,0.6021,0.4771
旖,0.09,0.6021,0.6021
郸,0.09,0.6021,0.6021
黒,0.09,0.6021,0.6021
涝,0.09,0.6021,0.4771
粼,0.09,0.6021,0.301
貘,0.09,0.6021,0
钨,0.09,0.6021,0.6021
蟊,0.09,0.6021,0.6021
骍,0.09,0.6021,0
槭,0.09,0.6021,0.4771
蔵,0.09,0.6021,0
鈦,0.09,0.6021,0
讫,0.09,0.6021,0.6021
腈,0.09,0.6021,0.4771
汨,0.09,0.6021,0.301
舢,0.09,0.6021,0.6021
膠,0.09,0.6021,0
龉,0.09,0.6021,0.6021
菡,0.09,0.6021,0
霖,0.09,0.6021,0.6021
邯,0.09,0.6021,0.6021
囟,0.09,0.6021,0.4771
椌,0.09,0.6021,0
幂,0.09,0.6021,0
側,0.09,0.6021,0.301
樣,0.09,0.6021,0.6021
搧,0.09,0.6021,0.6021
寮,0.09,0.6021,0.6021
鎳,0.09,0.6021,0
逵,0.09,0.6021,0
辊,0.06,0.4771,0.4771
茗,0.06,0.4771,0.4771
誰,0.06,0.4771,0.4771
铋,0.06,0.4771,0.4771
呋,0.06,0.4771,0.4771
搖,0.06,0.4771,0
圡,0.06,0.4771,0
長,0.06,0.4771,0.4771
鏽,0.06,0.4771,0
绥,0.06,0.4771,0.4771
葉,0.06,0.4771,0
锔,0.06,0.4771,0.301
鲥,0.06,0.4771,0
鈔,0.06,0.4771,0
霧,0.06,0.4771,0.4771
籌,0.06,0.4771,0.301
笹,0.06,0.4771,0.4771
鳢,0.06,0.4771,0
晌,0.06,0.4771,0.4771
蠔,0.06,0.4771,0.4771
缱,0.06,0.4771,0.4771
稞,0.06,0.4771,0.4771
孖,0.06,0.4771,0
靳,0.06,0.4771,0.301
咛,0.06,0.4771,0.4771
蓦,0.06,0.4771,0.4771
宮,0.06,0.4771,0.4771
喲,0.06,0.4771,0.301
廁,0.06,0.4771,0.301
郵,0.06,0.4771,0.301
邊,0.06,0.4771,0
蟄,0.06,0.4771,0
虬,0.06,0.4771,0.301
诟,0.06,0.4771,0.4771
噶,0.06,0.4771,0.301
墠,0.06,0.4771,0
踯,0.06,0.4771,0.4771
間,0.06,0.4771,0
祢,0.06,0.4771,0.4771
掛,0.06,0.4771,0.4771
榮,0.06,0.4771,0.4771
蛲,0.06,0.4771,0
狨,0.06,0.4771,0.301
貓,0.06,0.4771,0
睚,0.06,0.4771,0.4771
顆,0.06,0.4771,0
畚,0.06,0.4771,0.4771
姝,0.06,0.4771,0.4771
翳,0.06,0.4771,0.301
撺,0.06,0.4771,0.4771
埂,0.06,0.4771,0.301
諾,0.06,0.4771,0.301
膦,0.06,0.4771,0.301
甴,0.06,0.4771,0
杓,0.06,0.4771,0.301
奮,0.06,0.4771,0
礙,0.06,0.4771,0
殺,0.06,0.4771,0.301
泠,0.06,0.4771,0.301
橹,0.06,0.4771,0.4771
訝,0.06,0.4771,0.4771
菫,0.06,0.4771,0
嫦,0.06,0.4771,0.4771
藁,0.06,0.4771,0.301
訊,0.06,0.4771,0
華,0.06,0.4771,0.4771
颔,0.06,0.4771,0.4771
啷,0.06,0.4771,0
榖,0.06,0.4771,0.4771
悱,0.06,0.4771,0.4771
啨,0.06,0.4771,0
舝,0.06,0.4771,0
蛳,0.06,0.4771,0
換,0.06,0.4771,0
肟,0.06,0.4771,0.4771
鹋,0.06,0.4771,0.4771
赭,0.06,0.4771,0.4771
痧,0.06,0.4771,0.4771
浬,0.06,0.4771,0.301
譽,0.06,0.4771,0.301
愠,0.06,0.4771,0.4771
